	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
M00460  MprB-MprA (maintenance of persistent infection) two-component regulatory system	1.89415412367263	0.999723742881012	1.07958990710533	1.41832034046103	1.61501327894636	1.74279222351727	2.04571288404255	0.776800691350311	1.12722796095384	1.64936855745419	1.28349911223059	1.82913870078716	0.947969546171269	1.43071523851357	1.7114611224785	1.04831720232006	1.98977929935107	0.587573038533642	1.21353848753182	1.96320968934883	1.47668270472821	1.11051063555368	1.26596484854238	1.68663310432694	0.117352889079007	1.9469740041516	1.01588197943093	2.14639471111272	1.5705654452046	1.12377639770056	1.86920891240756	1.83063783021485
M00461  MtrB-MtrA (osmotic stress response) two-component regulatory system	-0.135790429002213	-1.74695671268672	-1.5139852023401	-1.20746474597074	0.171975403636515	-0.200615193695124	-1.96203698310685	-2.14540762076203	-1.14402981519198	-2.97469047364834	-1.76347502914148	-1.26294287716608	0.0763490621168615	-1.71616102621657	-2.06654969765406	-1.16393949802605	-1.31629865029573	-0.506221925457368	-2.06840758104362	-1.60570736785697	-1.04819382125493	-1.04596172306628	-2.6514818886392	-1.71426279646191	-0.0503427940514301	-1.75989597969527	-0.397251455708458	-2.20632602823394	-0.566927690639904	-0.268442499906044	-0.66706711660689	-4.19807060972125
M00462  PrrB-PrrA (intracellular multiplication) two-component regulatory system	-0.302489083569443	-0.324502105205754	-1.5048704562464	-0.279563215948749	-1.63934837374943	-0.451106146009497	-1.52773602305167	-0.263516986041268	-1.95857872586678	-0.691058132082869	0.276370176795629	-2.20048518333498	-0.646928268635879	0.0246257305612552	-1.99946535004181	-2.00424020480978	0.42784141360489	-1.19884352988131	-1.51880391378492	0.701127398116489	-1.22618521971486	-0.4813202046429	0.138425618079521	-1.79760585338017	-3.13727211197077	1.71649992270102	-0.159875823256111	-1.98306379511238	-3.70288727884935	2.3157694457871	-0.547185969028513	-1.33424844805614
M00467  SasA-RpaAB (circadian timing mediating) two-component regulatory system	1.96985216989537	1.10047213112166	0.138878460754651	1.09008757142895	-2.36966413278485	0.702309989451111	2.32289631953106	1.32791079734449	0.363155276176221	1.3532304116185	1.14442552024303	0.171725714604951	0.035642340805756	0.0649033416456309	1.48142233778879	1.65704510054824	1.75085313121658	0.964704336080243	1.13018860678112	2.77426772111415	1.15022969778305	0.974586886149417	-0.198046462928894	-0.00847114496321372	-1.67084124674481	3.87449033828685	0.219614535557366	1.37757244393488	-4.1591272022712	2.35821198022043	0.273063773564711	1.45121053934597
M00468  SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	0.0089189062216246	-1.10418465424135	-0.515427020639468	-0.376281677577462	0.362257520855759	-1.62178897194919	-0.454528266284214	-1.44027570749331	-1.40237969977427	-0.652779642454763	-0.887893557691485	-0.854792675023605	-1.23357540261302	-1.24263472173068	-0.718961641565857	-0.964998868633154	-0.0374868566292648	-1.90456960674708	-1.05269271966342	-1.98711272499532	-1.41875082024433	-0.723566523333522	-1.90684746634498	-0.97862133625933	0.594760676085317	-0.466732352749018	-0.565529025072125	-1.18085324641273	0.399905699490716	-0.375991630571578	-1.00319168212542	-1.40888090553033
M00471  NarX-NarL (nitrate respiration) two-component regulatory system	0.228921429393654	1.09672259756067	0.981282730262792	1.35395077221433	0.125544404449665	-0.17589071532406	0.931420110501001	0.087795216797737	-0.617226187415535	1.45894481851744	0.719551963458845	-0.0904020824455351	1.46639852360686	-1.74257639159741	-0.27013846410715	-0.041634964798219	0.177695726172011	0.447743754466822	0.602967299890039	0.559114067861455	1.05529529114601	1.14000296425228	-0.096754160126673	-0.359930429936161	0.151978202565454	-1.06651481906442	0.499696139514027	0.131909462753089	-0.594382811078412	1.13777059120833	1.90574770764888	1.31605803556426
M00473  UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	-1.81695415917051	-2.04556137698805	-0.285406078088157	-2.84427225891976	-2.03268446343043	-1.35553394653398	-1.65015676449778	-0.402066820481605	-2.75789606355331	-0.457846842787987	-2.87445661476752	-1.20152713605474	-1.66513654128349	-3.69756731279786	-1.59172905631139	-0.822290755380762	-1.28283691319872	-0.152595730188183	-0.909285796386793	0.353259018992775	-0.919996736333553	-0.232740869898818	-0.90252914049343	-1.01626011589007	-1.58961218024064	0.619508120052647	-1.72500316505902	-0.654519256399883	-0.604419192598245	-1.23799909273573	-2.28013786911857	-0.123572531847862
M00474  RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	1.98704636517994	1.23088124339885	-0.398050216387151	1.04748350980164	-0.0752179845656185	1.59343011934918	2.33895129901859	1.45968334085739	1.41810446453814	1.79386044102325	0.218616119684648	1.36651511119816	1.42309449416316	0.125234893381119	2.73509532577395	1.66753619353427	2.41580489849279	1.20555515664283	1.89984643216658	0.763263711398211	1.75903714357771	2.11287070249635	1.25671037317182	0.958730409342348	0.486659204219709	0.802527494350716	0.6589027462597	1.66649169298033	1.68025839222244	-1.0811190107499	1.67839736315094	1.67630695006042
M00475  BarA-UvrY (central carbon metabolism) two-component regulatory system	2.62854280538226	2.68145863375574	2.16653332375579	2.43027645393736	2.22622252507697	2.67632323760843	3.29957613094216	2.60047947849632	1.54321145793735	2.2966210473759	1.82199866715947	1.64587388312169	2.5794132785771	3.11781863156522	3.34193010404177	1.96479135764089	3.09974999708948	2.16336877521061	2.21646783375879	0.802060739328316	2.42606724953437	2.78474416009601	2.16911514444981	1.89355538393092	2.6252880769242	1.93528563031096	1.8406784669407	2.12223875751655	2.32648624411447	0.924383282008022	2.88570195167169	2.1747678151294
M00476  ComP-ComA (competence) two-component regulatory system	-0.721726363356243	-5.21742353742477	-4.27957418210777	-6.10803301971335	-3.74171092398384	-1.18000293554525	-3.36974247969221	-0.243317352520627	1.42638451900228	-0.183773553349853	0.45459047098934	0.618474588500606	-4.11546884572691	-5.80092321547454	-1.24879515511507	0.676506207620802	-4.25186181460417	0.00753342963275083	-1.3559958278042	-0.320204349643974	-0.812930335007803	-0.778391044731895	-0.0660002803679164	0.214189100158812	-2.30243891346302	-5.86549363018647	-1.94011665900802	1.24021943411127	1.20386406917319	-6.09176333607128	0.137957317490128	-5.83817223900405
M00477  EvgS-EvgA (acid and drug tolerance) two-component regulatory system	4.22417115199458	4.2952294855924	3.26752093532767	2.96245349164982	2.96995349405722	3.07763966980185	4.1543814336072	3.81747800221646	3.75304572094338	3.14447080443681	3.89640876829347	4.49760251392677	3.36808857388734	2.65794680616629	3.66436443337253	4.90321349587637	4.69346734461608	4.09224871430241	3.70313153488664	3.85807096652611	4.05830900187375	4.00949289263413	3.77674001741342	3.86462814897321	1.52463567434375	2.87052104735773	3.49948517822963	4.5277018803349	4.00759542007908	2.30835701689252	3.65825439094772	3.80382962315944
M00478  DegS-DegU (multicellular behavior control) two-component regulatory system	0.626148191767936	0.668514790630946	-0.350724712178746	0.548320562538171	0.490215721695557	0.604023158588494	0.12548527626792	0.0694796745569425	0.487436997902383	0.267771303310527	1.25857910914745	1.45386625280852	1.39132490130035	0.120815512582297	-0.37909844044704	1.58430481045994	0.171058547963002	0.755613042340242	0.0376905602326421	0.925779406184285	0.0206935682614096	0.797694531316773	-0.327742219414772	0.879584495732696	0.939009647993597	-0.886210641790254	1.12627834557371	1.46478598025585	0.878908398947815	0.943017249941269	0.753765959866921	-1.83117871274111
M00479  DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	-0.193933729280809	-1.34695383180946	-1.3381330697192	-1.55468533742813	-0.236411155800255	-1.8301960862745	-1.69396244703112	-0.303718833004423	0.0823812002794389	-1.64106350444099	-0.167411652872859	-0.630397918974702	0.377830688140407	-1.6273580845558	-0.706890282230837	0.305887538454576	-3.00952135710096	-0.821925130799912	-0.908366358085163	0.706933370414519	-2.17752809341412	0.0359612561974665	-1.46019125177943	-0.570799416659871	0.0060778727810097	-0.703153941338774	-0.928038689855769	0.0984833554891659	-1.29205337184822	0.930929368592312	0.564710103197123	-2.79746711432189
M00480  VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	0.127915894312177	-1.16799989863195	-1.79450389884879	-1.91425349171444	0.192691168683868	-0.00603071758356344	-1.80221066113956	0.230887680193533	-0.329020032189438	-0.755994759321678	1.54738864008566	1.26196953924538	-0.184103643567287	-2.16777136665922	-1.13307516734934	0.176188572749458	0.704055381263181	-0.971519761295256	0.192390164437389	2.09036944239992	-0.117932410252309	-0.329286507930822	-0.479289280207383	0.514152012812052	-2.00192303587599	2.41114613891095	-1.17190700223064	0.695408048247149	1.21317251779631	1.54193186174579	-1.14168296409936	-2.99661882431078
M00481  LiaS-LiaR (cell wall stress response) two-component regulatory system	0.232943807310236	0.0396216011438444	-0.254301935225623	0.072351264994	-0.366577067312266	0.770452247545138	0.372104369593294	1.70378058871389	1.06886987559109	0.511447735414322	0.0484333992855615	0.434867596620919	0.688433058205834	0.752652127441471	0.315641786196546	1.63949799900352	1.8556579322359	0.247187213987681	0.818061777224031	0.940043805570161	0.278686834119146	0.723056424547276	0.0684677810043026	0.304619241326613	-0.549400412937807	1.54560052008053	0.249180356920721	0.0772618982963739	0.24701912938094	1.54847393562926	0.0704415794601805	-0.0386356812129273
M00482  DevS-DevR (redox response) two-component regulatory system	-2.1485373912489	-1.88520290308463	-0.385196440227254	-4.65116520267373	-4.36524398282807	-4.70647021338827	-1.5919317722111	-2.26327671250154	-4.64223058784457	-0.467040440937499	-3.26271870085505	-3.95170769545703	-1.24273140156661	-2.17024917777629	-0.187853491565844	-2.26776337975919	-2.35199447083413	-2.84174553268005	-4.02841795331578	-4.6359847044406	0.306076036577721	-0.333912083210842	-3.85668252174929	-3.58139228248822	-1.74294339137947	-4.12418067850314	-2.57576894054498	-1.58475573112161	-4.95981379842574	-3.4691234067898	-2.19756420181929	0.732903864397067
M00483  NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system	2.78416396467432	2.8187287280941	2.37754642470947	2.4394292286866	1.73651870668499	1.92775227583267	2.16047728123491	2.80452690023687	2.18410922203891	2.22854438362959	2.30835503046958	2.42916956477497	2.37367111241284	2.38844640718627	2.23325369460494	2.89978006946173	2.69504636443107	2.46834359874832	2.9647332998425	2.77453037560988	2.95911158148627	2.25275760979491	1.89232900169297	2.83706796822295	1.17721507239524	3.02977008018049	1.68322858721855	2.33792256935225	1.9761219600756	1.79103124955037	1.77584035475061	3.57807975593899
M00485  KinABCDE-Spo0FA (sporulation control) two-component regulatory system	0.813475442661163	1.59651795993114	-0.0197848349465214	-0.488843193799526	0.474457418332588	0.933617317092453	0.361884313640531	0.807970974883574	1.38668806268495	0.452491522855288	2.36347574811716	1.8923383686589	1.44112924173509	0.238960086208959	-0.233745951812348	2.09816802725499	0.744309978550905	2.32751552445034	1.66921746008925	1.61185963387091	0.52915424259022	0.233446478692523	0.635356714354949	1.98101284083984	0.236712616790085	2.21957976950231	1.07520926235677	1.9236030252627	2.46039307127658	1.98635844377835	1.20398128284779	-1.82824893134584
M00486  CitA-CitB (citrate fermentation) two-component regulatory system	-1.77280320105004	-1.77988781834125	-1.00815997521333	-1.60106301978977	-1.96686341799108	-1.43756689301338	-2.48171587275429	-2.01880786846497	-3.36114034537287	-1.29525495539487	-1.81477528258897	-4.45891116315227	-3.49977020089932	-0.904385581997216	-1.78896469849509	-2.48345961883932	-1.72631510593494	-3.93192441653992	-3.47651589421067	-3.2968722109663	-3.88551554716815	-2.07922126495441	-1.88285185025373	-3.62370990681024	-0.991155877461023	-3.25241874628323	-3.26102124595706	-3.68863504267791	-2.64810602866269	-5.26294380668022	-2.03020682688188	-3.70389155131616
M00487  CitS-CitT (magnesium-citrate transport) two-component regulatory system	-1.16900332799633	-3.89952780908908	-2.30279698807557	-1.19164243813428	-0.910456664139144	-0.212685996698588	-2.63195400495656	-2.72180212418169	-2.38166564601991	-3.23045141450267	-2.10868099654264	-1.56199979221771	-1.90425780259821	-3.69231687060584	-2.06219582415272	-4.052587926712	-2.02121913177443	-2.50072100517182	-3.18353555165289	-3.49072986323027	-0.858796639391591	-2.92022188106857	-3.06559526964462	-3.89690922003223	-1.0767039794309	-2.91132179287855	-0.997900824344826	-3.74663989610641	-3.40412971269146	-2.90769196867948	-0.852117455740192	-5.20877203274518
M00488  DcuS-DcuR (aerobic C4-dicarboxylate metabolism) two-component regulatory system	-1.88523929852438	-2.34546590777608	-1.17172915102035	-1.95865412452787	-0.892360154376241	-2.36762081797654	-2.30476676362723	-1.85745446310303	-1.84956014562626	-1.84897484652762	-1.62999940440238	-3.55497619242906	-0.592753606530639	-0.208139237120684	-1.2264134739253	-3.37040075506647	-2.57986304309783	-2.74701164900108	-2.82982788532877	-3.11890601807161	-2.27527532064356	-2.23126093763492	-1.3496572193138	-1.94102409257052	-2.17701086899868	-0.984330603219087	-1.56000114561673	-1.14049030988364	-1.35473276415875	-3.49276092060721	-2.40554051152692	-3.69858953254385
M00491  Putative arabinogalactan oligomer transport system	1.67950562107053	2.25876910082128	1.65978757090995	2.07196719735404	1.33387333649483	1.41080198998098	1.30473712670651	1.79286959873432	1.55150863009241	1.15472613242919	1.62333631399136	2.11692493330297	2.43911795711326	2.19780426504627	0.702500414563872	1.43135583019767	2.18576817630628	1.19834421024344	0.931964439932643	0.852556279532038	0.796658832680635	2.29020729853345	2.55134730992068	2.09452609381691	1.11919266560638	2.34794651021703	1.57085121934885	1.09362134679231	1.14736897860628	2.28388828993088	1.731573550801	0.398657288845579
M00492  LytS-LytR (autolysis and cell wall metabolism) two-component regulatory system	0.936127964744532	0.800890785436987	-0.658965671778069	0.080348471845679	0.55198734037132	0.857970000960636	0.567417187524807	0.872870709325105	1.33375127310788	0.671589087404169	0.73100443593406	1.01981259587448	0.161661024862381	1.1027802896477	1.66573622734129	2.02253506542428	2.01151903058229	1.17938164908417	1.05435197886886	0.948376750753845	-0.052774337613826	0.179349566403821	0.698842109736165	1.64144543542909	-0.844790523756236	-0.00280966343789905	0.931922543767182	1.26493837370189	1.89689575618862	0.0421339854986216	0.979206097262071	-1.47636850081652
M00494  NatK-NatR (sodium extrusion) two-component regulatory system	0.464771309940431	-0.319677442806549	-0.222809766221266	0.108997832867321	0.191846591539858	-0.574971689460618	-0.267972118579282	-0.0893296435392221	-0.18143347852503	-0.624814251515485	-0.923056213409903	-0.281391913306028	-0.765369423550433	-0.241228516569758	-0.324888294693289	-0.577490699530283	0.00506916995805184	-0.60980654363481	-0.562388111747945	-1.19100450282088	-1.34072855403108	-1.0441232637624	-0.194212091232609	-0.853200118597398	-0.0167480523002063	-0.153194166258409	-0.77389335313242	-1.04693597270016	0.107322301444649	-1.42024323039039	-1.4243676483208	-1.35269917381892
M00495  AgrC-AgrA (exoprotein synthesis) two-component regulatory system	-6.98262238989691	-5.86168758035026	-3.80703905601476	-5.31014310790332	-5.49441999065912	-5.73056985482355	-5.95324403317623	-7.34009205431281	-7.06682574944197	-5.83339853277643	-6.15373330876099	-4.72463155488892	-6.48976920389732	-4.33030680522332	-5.15517513525595	-7.44009002883068	-6.49331836871425	-5.83573744600237	-6.81264365857527	-6.86668633064646	-5.62809726734826	-6.13271189232883	-6.74176752978053	-5.98708493807357	-4.05214971799823	-5.75314646285039	-5.2119168287829	-6.00978285085722	-3.92263445575617	-5.05454780113674	-6.38448278849894	-8.2456142566696
M00497  GlnL-GlnG (nitrogen regulation) two-component regulatory system	1.15698252354452	1.20609946057955	1.45853962712065	2.02177089969476	1.83100480360403	1.36445307380693	1.85109629595162	2.15409672521563	2.08815361539845	1.24016881241674	1.59911711326389	1.5821717603133	1.05959836945146	2.6374134096079	2.46801932578781	2.0839092861183	2.17474956572655	2.22685849531399	2.41572131945274	1.93816523638441	1.0623658595698	1.55394120658073	1.32627762948948	1.49564698311142	1.48072144345059	0.669841786899692	1.49984287419749	2.84007516753115	2.33542171201938	0.742809091598056	1.85895225972099	2.16552948913272
M00499  HydH-HydG (metal tolerance) two-component regulatory system	4.49124317379835	4.21211779781467	3.48099579720218	3.56817887959798	3.20292296279752	3.91639677661128	4.47546336057371	3.72241040782305	4.12806870235405	4.24542993928576	4.29142815547672	4.5688485101133	3.62776353786756	3.71231841616204	4.67993879945359	4.10910577563953	5.10087088471467	3.76946740702303	4.00251779598439	4.65287560204872	4.97480133651683	4.44618596451635	3.48068788779061	3.54189826318994	2.32787243384006	3.9837539150589	3.33910291260497	4.60158471873806	4.55172505735736	3.48029457712676	4.21447560569315	4.36589081764955
M00502  GlrK-GlrR (amino sugar metabolism) two-component regulatory system	-1.89525648612571	-0.951614064053721	-0.506185678124073	-1.29833015353277	1.02196192367196	-0.262705761857474	-0.889663059270657	0.439446058893238	-0.962272603855387	-0.167913954501463	-0.857703817704656	-0.713176431543395	0.865487445221387	-1.36138873638268	-0.60868556027657	0.15743026975137	-1.95675935449812	-0.833179493205517	-0.258603295101548	-0.697714361443174	1.51089615209798	-0.102999987611085	0.18074718260171	-0.518815643794109	0.124220343104231	-2.30783970750323	-1.15183731887173	-1.2922908910449	-3.33590113162128	-2.19164794278988	-1.07542784864534	1.97838160415489
M00503  PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	-9.11705431736766	-8.63955284845148	-5.6011429181833	-9.77245867035967	-9.98609584231454	-10.0318634897101	-6.83269232024424	-8.10960971514551	-9.12403222775746	-9.86749639392157	-7.70032564445931	-9.78680027910437	-9.5735057309852	-7.73295648363866	-8.11564403371505	-8.87970702425385	-8.56828153047543	-9.63759500702996	-8.13834300490127	-9.5287796363842	-9.08721788436758	-7.13306228981881	-10.5260919817913	-8.92036060908128	-9.98534733972299	-8.99938736217546	-10.1061287130923	-8.1690438243058	-10.5481543552544	-9.29130449313497	-9.64375198700787	-10.47999276193
M00504  DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	1.48102505236159	1.81226692755286	0.69915080991525	0.603383292707616	-0.310581678617169	0.228022237051301	1.50725319231168	0.925254982061752	-0.442975964276436	0.872927162218091	-0.313042747483891	-0.568864685297918	1.22864411489978	-0.85768827349383	1.31078562411427	1.45596962202564	1.41047094040843	0.779681250002316	1.11301751510646	1.59495090470447	1.47273777642625	1.26191756833937	0.985257037677341	1.09142118704094	-1.26995273479327	-2.98727749399387	0.315771808843775	1.23743417909737	-0.373104827379185	-2.24632293774861	0.417255922548133	1.6935183890997
M00505  KinB-AlgB (alginate production) two-component regulatory system	0.787142909556684	1.08302203400572	0.424060963829002	1.05195911211424	-0.92254491530039	0.44262765351583	0.687433309406088	0.93022252424273	0.314518997927193	0.889987550081394	-1.07382633805632	-0.170425688270265	0.798212751771867	-1.3953761402008	0.930665889883428	1.4862012142396	1.22314597241368	1.35582162654276	0.428842450395949	0.888631910109153	0.910089864122572	1.44585967919867	0.175860209424145	-0.868750919698377	-0.0963640385586959	-2.53027001475171	0.532230197427638	0.0971256150362961	-0.883070036171541	-2.91510975055711	0.0537672882016778	1.32178672809875
M00506  CheA-CheYBV (chemotaxis) two-component regulatory system	0.421448333304999	1.27472365178989	0.972206831254268	1.156595874467	0.439853924759922	0.788561585299199	0.437644542943697	1.341341193962	0.756587825779847	1.41950129749225	0.967707148777425	0.348626722721737	0.642359757751969	1.49217030148579	0.793419648442998	0.0320796478300323	0.675139765224509	0.893051713346783	0.895394410056606	0.526507798720395	0.0626895985966672	0.9157664461299	1.02685191011201	0.482060190637173	0.967251141351931	1.9550807684735	0.258706360751667	0.624923984472462	1.80644954415453	-0.484340711609079	0.03941636814397	-0.582126978608414
M00510  Cph1-Rcp1 (light response) two-component regulatory system	-6.86715736603495	-6.93636385117717	-6.85866949677178	-7.46410038307016	-6.04674691684701	-6.9133789594648	-7.62977034525531	-7.49798745506948	-7.2413856437737	-8.21688356730625	-6.82859210768105	-6.48898183083133	-7.13021697624031	-7.56102774201166	-5.97504840930162	-7.3530423712506	-7.52155795262631	-7.22608580214773	-8.45987498262366	-8.27984829932498	-8.46859529665024	-7.43597121505541	-5.86670166160616	-7.00743097706006	-6.51407946872548	-7.30058473775423	-8.09729985167609	-7.67583647000701	-6.37668119594151	-7.78044380574646	-7.89834772365255	-8.93608592028116
M00511  PleC-PleD (cell fate control) two-component regulatory system	2.66423956876519	3.22884821016598	1.55199948014043	2.45708081425299	1.75075058361848	2.668891887275	4.02063937970817	3.43687664849805	1.71058451557851	1.57778674959818	1.39630567585001	2.45554829294919	2.60580733776353	1.50671115506583	2.32619754323946	3.15861483826049	3.21114363666277	2.92656780682156	1.93845832776003	0.951034948007426	2.59236638599311	2.46962265793428	2.33557917727978	1.95793519646832	1.30508233530425	1.17422311319015	2.21508252049101	2.6764875185918	3.72989196534034	0.437889937993911	2.49722967441269	2.58364251253892
M00512  CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	-11.0514759987532	-11.466677815574	-11.6605600905835	-10.1007319148398	-11.4526731583249	-12.202214572196	-11.142001149016	-11.1638448700978	-11.6279086403727	-11.4850186670616	-11.683809195258	-7.38928344593964	-11.7793559149427	-11.2533755546475	-11.6803791482023	-11.1438706309073	-11.0845777872536	-10.7539325432388	-11.0522167110463	-11.0399326377744	-11.2464110593231	-11.3211191546136	-11.7769982356859	-11.6615736922405	-11.2753965745931	-10.7193421018232	-11.4799245589452	-10.5634218330843	-11.1501035495475	-6.03165215503692	-11.3187447010961	-10.9057913687855
M00513  LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	2.96092593939911	3.29265487097185	2.44559986266819	2.23692132088984	1.3821066919973	2.6388502572317	1.97166698663468	2.90092928567638	2.66737950443087	3.32822928711951	2.59322285429477	3.37410988255619	2.66565031522938	2.73421944960865	3.4456914634074	2.84264622363374	2.19221379203902	3.66576937321436	2.71074248660243	1.94876161718622	2.91723430871497	3.12237425466343	2.91163006537288	3.16239293062154	2.02020328813367	1.95038344210535	2.43773527275137	2.88543086787569	3.60876659586965	0.37426055634059	2.6459245874528	3.67241510067059
M00514  TtrS-TtrR (tetrathionate respiration) two-component regulatory system	-0.374261354228219	2.07531842424098	-9.03122414320245	1.01142895898628	1.18734333215239	-0.0161183856502501	-0.865953665715918	0.483145701348357	0.525098699429711	-1.79089984024403	2.19301378748563	0.47512115100317	2.18063062118251	0.192460897081402	-6.42535091830384	-6.61921350624793	-8.43668694283369	-2.0751230632822	-0.0131257617238742	-1.32940981978569	-1.09689639197631	0.031156442853036	-0.966276717195349	-0.285807610120235	1.43726196855579	-8.49037120767539	1.49074889198508	1.55021447791074	-9.01629614162168	0.344710701117112	2.03512235149424	-2.39611118351867
M00517  RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2.78794275500202	3.28243357637957	2.64014857800002	3.0174408185555	1.50668101834189	2.87830395631965	2.38481105184733	3.08697100866721	1.65545153071613	3.23278421794841	2.53697942391784	1.0493566660046	2.10118843574444	2.69725514616384	1.80803936334821	1.23638605302072	3.24048331201228	2.3837057497424	2.1474342531137	1.21555483331841	2.73331945236307	2.97669495035721	2.30947068644445	1.51016065111785	2.32635261002941	2.43158267169635	2.78174115983253	2.54267343705407	1.94204912856201	1.31562971363495	2.66771579685967	3.16477478117666
M00518  GlnK-GlnL (glutamine utilization) two-component regulatory system	-2.68468727234389	-3.34456643616331	-2.25410153060913	-2.69698741887591	-2.75145996656775	-3.85819732593899	-4.45029138233796	-3.69476473325738	-4.28008641928031	-3.11872075272363	-3.70336606805496	-4.46377061228254	-2.57134967816343	-4.68593609697592	-2.49416762093456	-4.80319525007519	-4.23099360878035	-4.56839803632576	-4.60262975538979	-6.33343008610141	-3.65796177040715	-2.86841199764592	-3.32253068707497	-4.15033879215535	-3.15281323201778	-2.97538298338457	-4.46746480544886	-3.92077135643078	-3.25078071013634	-5.70667206724237	-3.33664661318861	-6.47290928371056
M00519  YesM-YesN two-component regulatory system	1.02918052131429	0.606824061344405	0.582729779272057	1.05458720539467	2.21529866064472	1.29356827244161	0.572701888749846	1.30533410345136	0.409249392241593	-0.104376202710432	0.45894996637813	0.920097989044441	1.51987305862255	2.02781300226799	0.528479554065813	0.0866546697811564	1.65534400849505	0.548572873734211	0.902589845962402	0.442356226014379	0.848137190372039	0.219285753776179	2.02329135474726	1.27403670106654	1.79278738921744	1.44662017007127	1.16328346102231	0.316100129639405	1.60173795285801	1.45682567492405	1.71117731155877	-0.782204432944476
M00523  RegB-RegA (redox response) two-component regulatory system	-10.6580101943786	-10.0928270644589	-9.42394001832076	-9.50198478105176	-10.9536306065716	-10.2830946717332	-9.49123842586339	-10.574665772769	-9.07988175600734	-10.3380485147652	-9.2869393485262	-9.73471392659291	-9.85298680224293	-10.6041521406057	-9.98232659431751	-9.52129201694251	-10.3187501352672	-9.20967596669442	-10.4324448827487	-10.4154083245173	-10.5686225547663	-8.99642152322243	-9.6355644407257	-10.8501912780851	-9.83445674273001	-9.55349810572786	-10.2963242785783	-10.0102820070157	-9.83863758626647	-9.8998399734169	-9.80195083691297	-9.60650066916576
M00524  FixL-FixJ (nitrogen fixation) two-component regulatory system	0.278052212171765	0.676033433882048	1.40530562598164	1.5706709385597	0.459053570488991	0.456340854415811	1.66369818679637	1.57097655102869	1.29765243737822	0.737381267243905	2.18931688208503	0.19103497196694	0.677273863989323	1.83604880081656	1.6630792785822	1.45966824015703	2.66828247145126	0.471814259904932	1.48407348442914	1.74679612378954	0.465180182274589	0.889742271386406	0.489868376498063	0.664932798343811	0.853617799117097	2.26932346847203	2.06722149550244	1.22801278778264	0.0832881452197844	1.57004652895921	2.03207731154261	1.68430960396077
M00525  Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	4.52492197976316	4.28234327831872	3.6316737957078	4.51350104470021	3.37701898420188	4.34567110710803	4.21443333760449	3.64958982541355	4.38812041744995	3.49563587384039	4.37543117665739	4.10908526488851	3.80067288142458	3.52945760065462	4.16799443942397	4.35966671403745	5.09139770940346	4.33734746989035	4.11780835505952	5.17374390778787	4.42111673397542	3.75268765967463	3.93279126259133	4.013010039587	4.05202795316221	5.07013655197597	4.2343131275804	4.10780824821367	4.70253394185051	4.92604264861513	4.31455858681416	4.99397969414211
M00526  Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	4.00455476073	4.47583128383913	4.73828725230503	4.87106276893974	3.52651704445175	3.47270211046404	4.25796565040295	3.95864297330699	3.44389004549573	3.86338507233542	4.39851967143755	4.24751363643777	4.25393422758405	4.01430721939846	3.46666642028866	4.0408122193604	4.58808346813418	4.60834204257173	4.34815310341622	4.51857025237122	4.37864623179082	4.3541304161911	3.79323972479255	4.34245342886485	4.37663418659167	5.58868446549533	4.10532010156054	3.7864787809857	4.75484508228785	4.70464620174036	4.43248330259644	4.22776396955377
M00527  Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	4.04302383727427	3.97039637137141	4.291522491148	4.51831079098248	4.0236461173286	4.37685429586224	4.34350662356785	4.7548019272509	4.18470753630928	4.08169846175108	4.68898576436043	4.55666755248296	3.69357929978711	4.41860321962079	4.2836153747927	4.85581286347805	4.91163345584874	4.88546034941215	4.68173722988166	5.14847106502134	4.31985103761018	4.49730015253924	4.44982861974729	3.97941516490057	3.29738602059921	5.05149682966085	4.61519213916602	5.14111742652131	5.26829731516607	4.44994591228928	4.38702154041287	4.51778909315252
